destination	size	sha256	url	project_id	file_id	name
mods/craftingtweaks-forge-1.20.1-18.2.9.jar	230696	1CC83C8C0BEE73A2FFA3428CE28E3C17D7F95E26E1A820D8BD7270E0931F8974	https://edge.forgecdn.net/files/8019/501/craftingtweaks-forge-1.20.1-18.2.9.jar	233071	8019501	Crafting Tweaks
mods/CreativeCore_FORGE_v2.12.39_mc1.20.1.jar	1144128	3565DDEA132785A044DDFCA670610A870C976E52D47A957D0A5F1DB78563D046	https://edge.forgecdn.net/files/8304/882/CreativeCore_FORGE_v2.12.39_mc1.20.1.jar	257814	8304882	CreativeCore
mods/cryonicconfig-forge-1.0.0+mc1.20.1.jar	133781	51FFC8832EEC0FCE716ECAB9CD148CA7408B63963A1728B06DF45D8CFB2EB04A	https://edge.forgecdn.net/files/6247/797/cryonicconfig-forge-1.0.0+mc1.20.1.jar	1208896	6247797	Cryonic Config
mods/CullLessLeaves-Reforged-1.20.1-1.0.5.jar	22474	B91CA5CD028B1C919E28851B984EDD61874D44AD8038CDEEE87315D2656CB292	https://edge.forgecdn.net/files/4917/082/CullLessLeaves-Reforged-1.20.1-1.0.5.jar	840788	4917082	CullLessLeaves Reforged (Unofficial)
mods/curios-forge-5.14.1+1.20.1.jar	398066	1E817919A35B37CF30524AAEC73F0CA5130452F23F168F844854DF282EB8E51F	https://edge.forgecdn.net/files/6418/456/curios-forge-5.14.1+1.20.1.jar	309927	6418456	Curios API (Forge/NeoForge)
mods/deeperdarker-forge-1.20.1-1.3.3.jar	17844266	D07DC6155E0B751C7D1EC26DABB7284A41798C85E48B0D809FD1254E489ED455	https://edge.forgecdn.net/files/5906/086/deeperdarker-forge-1.20.1-1.3.3.jar	659011	5906086	Deeper and Darker
mods/defaultoptions-forge-1.20.1-18.0.5.jar	101393	28A34106F7DC91015BC202924593E7A375C9D4DD2681AEC58F5ABD06FA5EAEEE	https://edge.forgecdn.net/files/8286/304/defaultoptions-forge-1.20.1-18.0.5.jar	232131	8286304	Default Options
mods/doespotatotick-1.20.1-5.6.3.jar	46932	5AA62C1B236E79136D8E4EF60544385C5AE0D6F37C34FE1A70EAAF3D179E5A66	https://edge.forgecdn.net/files/7953/843/doespotatotick-1.20.1-5.6.3.jar	825355	7953843	DoesPotatoTick?
mods/Dungeon Crawl-1.20.1-2.3.15.jar	758123	71E1B8CEAF20C3102AE42EF2761CA47F30FE4CBD20ECBB687DF2CE75D1785514	https://edge.forgecdn.net/files/6047/153/Dungeon%20Crawl-1.20.1-2.3.15.jar	324973	6047153	Dungeon Crawl
mods/DungeonsArise-1.20.x-2.1.58-release.jar	8762342	F8F1254DBE7ED7C1D5403F20361A36F0D0587C82B71313E3F427C7F1CE7C8A90	https://edge.forgecdn.net/files/4983/862/DungeonsArise-1.20.x-2.1.58-release.jar	442508	4983862	When Dungeons Arise - Forge!
mods/duplicationless-1.20.1-1.2.0.jar	988325	11DE4457532813E7C60A01E38883D663A316C9855170A8F9CFD65A59DE16743C	https://edge.forgecdn.net/files/8122/781/duplicationless-1.20.1-1.2.0.jar	1380105	8122781	Duplicationless
mods/easy-villagers-forge-1.20.1-1.1.39.jar	414686	F2826C6F4BE28DF912D263F7914888F1B173C09DC99CC41998013E817D0DFB1D	https://edge.forgecdn.net/files/7202/309/easy-villagers-forge-1.20.1-1.1.39.jar	400514	7202309	Easy Villagers
mods/effortlessbuilding-1.20.1-3.11.jar.disabled	2326090	C40EE9A5B49FB4721E6E6A629D6236A640B6DA76F95E3F636C77DB8F2EB92DC2	https://edge.forgecdn.net/files/7944/965/effortlessbuilding-1.20.1-3.11.jar	302113	7944965	Effortless Building
mods/elevatorid-1.20.1-1.9.1-forge.jar	187868	7487C091BC8E6AE7B83C61471C97258B380FAB2A0F421ED84DF78F92BA630F75	https://edge.forgecdn.net/files/6602/224/elevatorid-1.20.1-1.9.1-forge.jar	250832	6602224	OpenBlocks Elevator
mods/embeddium-0.3.31+mc1.20.1.jar	1320675	EED3D1325F2ACC2FD4E69BB495E5CCB91D962126AC5330F0582EBC2A3DAF47FB	https://edge.forgecdn.net/files/5681/725/embeddium-0.3.31+mc1.20.1.jar	908741	5681725	Embeddium
mods/emi-1.1.24+1.20.1+forge.jar	1121750	92784DCF5222D72983A420C90F2E9240468EE0FECE96F757C82D7884B6CBDB72	https://edge.forgecdn.net/files/8081/375/emi-1.1.24+1.20.1+forge.jar	580555	8081375	EMI
mods/emitrades-forge-1.2.1+mc1.20.1.jar	53378	166874F0F4C9E269CAB646AC03A2DEC93A261B544670AFA98E2EB06275D52A86	https://edge.forgecdn.net/files/4901/194/emitrades-forge-1.2.1+mc1.20.1.jar	735523	4901194	EMI Trades (Villager Trading EMI Plugin)
mods/endrem_forge-5.3.3-R-1.20.1.jar	889634	19295CA4A798F2E813F359FA376F586BC57FADACD78B7E32440257F9F8BF2557	https://edge.forgecdn.net/files/5598/990/endrem_forge-5.3.3-R-1.20.1.jar	404183	5598990	End Remastered [NeoForge/Fabric]
mods/eventwrapper-forge-1.20.1-1.1.4.jar	1564001	B583DB8E37EFE39D14257F316EBBB20D502E3F063F21E367595E54085C1D5DE1	https://edge.forgecdn.net/files/7182/179/eventwrapper-forge-1.20.1-1.1.4.jar	1256971	7182179	Event Wrapper
mods/ExplorersCompass-1.20.1-1.4.0-forge.jar	174387	0D9A7705F39A9EAC19C33E0FBE5422280048991A341DC0D9471BFF32111C502C	https://edge.forgecdn.net/files/7892/927/ExplorersCompass-1.20.1-1.4.0-forge.jar	491794	7892927	Explorer's Compass
mods/ExtendedAE-1.20-1.4.17-forge.jar	2961176	44939484CB98D3B69C67605487B7F74C2D9697570C57B16C64A898917868CBE0	https://edge.forgecdn.net/files/8291/632/ExtendedAE-1.20-1.4.17-forge.jar	892005	8291632	ExtendedAE
mods/extrabotany-forge-1.20.1-1.9.2.jar	3869675	1DE99382011D71C25E708107221E70D9A2F9C815A0B847A72317E62234E0AE26	https://edge.forgecdn.net/files/7182/385/extrabotany-forge-1.20.1-1.9.2.jar	1271869	7182385	Extrabotany: Reburn
mods/ExtremeSoundMuffler-3.51-forge-1.20.1.jar.disabled	270331	7F0A5D7F8BDCABB630C3A9034F815628831E7779475A5E707533FA454CFAE83C	https://edge.forgecdn.net/files/7469/697/ExtremeSoundMuffler-3.51-forge-1.20.1.jar	363363	7469697	Extreme sound muffler - (Neo)Forge
mods/factory_blocks-forge-1.4.0+mc1.20.1.jar.disabled	808664	A21E9FF2F8ADD29E7368E933015406F8A3C91DC103BBF16783EA3A3850F23A75	https://edge.forgecdn.net/files/6267/781/factory_blocks-forge-1.4.0+mc1.20.1.jar	640001	6267781	Factory Blocks [Forge/Fabric/NeoForge]
mods/fallingtrees-forge-mc1.20-0.13.2-SNAPSHOT.jar	4025908	6B4853214C5CC156B187B86162DF2DB028C0DDCF90380FA1897068CDE2622DE1	https://edge.forgecdn.net/files/6231/030/fallingtrees-forge-mc1.20-0.13.2-SNAPSHOT.jar	880630	6231030	Panda's Falling Trees 0.13.2
